Unnamed: 0,Character,Line,Season,Episode_Number
4196,Michael, and after that nobody ever messed with the damn rascals ever again ,2,6
4197,Jim, sounds tough when youre a jet starts snapping youre a jet all the way right ,2,6
4198,Michael, you were a jet,2,6
4200,Michael, yes in theory i have i just need to cross some ts and dot some is alright im going to be in my office if anybody needs me puts dwight in a headlock hoohah oh wow sleeper hold thats my rebuttal shhh hoo you are the weakest link ,2,6
4201,Dwight, argggg  ,2,6
4202,Michael, im friends with everybody in this office were all best friends  i love everybody here but sometimes your best friends start coming into work late and start having dentist appointments that arent dentist appointments and thats when it is nice to let them know that you can beat them up   ,2,6
4203,Michael, just hit me youll see,2,6
4204,Jim, i cant i just got a manicure,2,6
4205,Michael, oh queer realizes he is on camera eye queer eye thats a good show important show go ahead do it,2,6
4206,Jim, just have dwight punch you ,2,6
4207,Michael, oh yeah that would be kind of worthless because i know a ton of fourteen year old girls who can kick his ass,2,6
4208,Jim, you know a ton of fourteen year old girls,2,6
4209,Dwight, what belt are they,2,6
4210,Michael, look dwight is a wuss when we rented armageddon ,2,6
4211,Dwight, no,2,6
4212,Michael,  he cried at the end of it he did,2,6
4213,Dwight, michael i told you it was because it was new years eve and it began to snow at exactly midnight ,2,6
4214,Michael, oh bruce willis are they going to leave him on the asteroid,2,6
4215,Dwight, ok ill punch you,2,6
4216,Michael, ok here we go alright come on,2,6
4217,Dwight, kiyah,2,6
4218,Michael, fuuuaaaahhhhh oohhhhh  ,2,6
4219,Dwight, did i want to harm michael the one man ive been hired to protect no i did not   ,2,6
4220,Jim, are you ok are you sure you are alright,2,6
4221,Michael, yeah jim opens office door for michael thank you   ,2,6
4222,Dwight, i come from a long line of fighters my maternal grandfather was the toughest guy i ever knew world war ii veteran killed 20 men then spent the rest of the war in an allied prison camp my father battled blood pressure and obesity all his life different kind of fight   ,2,6
4223,Jim, ok he has to be stopped please please please please just ask michael,2,6
4224,Pam, i dont know ,2,6
4225,Jim, ok ill buy you a bag of chips ,2,6
4226,Pam, french onion,2,6
4227,Jim, obviously,2,6
4228,Pam, ok,2,6
4229,Jim, yes,2,6
4230,Dwight, to kevin who he is teaching to fight take this pen and stab me with it ,2,6
4231,Michael, pam knocks on his door go away,2,6
4232,Pam, i just have a quick question,2,6
4233,Michael, i havent signed them ok,2,6
4234,Pam, no its not that um i was just wondering since im probably going to have to stay late could you ask dwight to stay late too so he can walk me to my car,2,6
4235,Michael, come in um pam i hate to break this to you but dwight cant stop you from being mugged hes just not tough enough ,2,6
4236,Pam, hes a purple belt thats really high,2,6
4237,Michael, oh i could beat up dwight thats ridiculous i could murder him ,2,6
4238,Pam, its just out there you ,2,6
4239,Michael, oh so thats what they are saying,2,6
4240,Pam, yeah,2,6
4241,Michael, ok alright where is dwight ,2,6
4242,Jim, uh kitchen,2,6
4243,Michael, ok,2,6
4245,Dwight, good,2,6
4247,Dwight, now watch let me take you from behind,2,6
4249,Michael, watch out kelly he might sucker punch you,2,6
4250,Dwight, i didnt sucker punch you michael ,2,6
4251,Michael, no really,2,6
4252,Dwight, in case you remember i was defending my honor like a samurai,2,6
4253,Michael, really well the offer dwight was for one punch which i absorbed i had no idea that there would be a second punch so catch22 ,2,6
4254,Dwight, ok fine tit for tit give it your best shot two punches go,2,6
4255,Michael, look if we were in a bar right now there would be two punches,2,6
4256,Dwight, no i would block your first punch rendering it ineffective,2,6
4257,Michael, really,2,6
4258,Dwight, yeah,2,6
4259,Michael, you know what youre just lucky that we are at work right now,2,6
4260,Jim, ooh what about uh  dwights dojo,2,6
4261,Michael, no they must have class ,2,6
4262,Dwight, no its free during the day its fine,2,6
4263,Michael, look ,2,6
4264,Dwight, ive got the key,2,6
4266,Michael, hey toby,2,6
4268,Michael, ive got an idea,2,6
4269,Jim, um well we are all getting excited to see this fight the albany branch is working right through lunch to prevent downsizing but michael he decided to extend our lunch by an hour so we could all go down to the dojo and watch him fight dwight fight fight fight fight fight fight fight im coming fight   ,2,6
4270,Michael, i recognize that that is japanese for california roll ,2,6
4272,Michael, i think it is a guy told me about that,2,6
4274,Michael, oh  ,2,6
4275,Jim, reading pams palm while she has on extremely padded gloves wow that is really interesting ,2,6
4276,Pam, what ,2,6
4277,Jim, your love line im just kidding i cant see anything ,2,6
4278,Pam, well look closer ,2,6
4279,Jim, jim moves his head closer and pam taps him gently in the face oh ok ,2,6
4280,Pam, once point for me,2,6
4281,Jim, gently taps pam on the forehead tied up,2,6
4282,Pam, oh youre dead,2,6
4283,Jim, what what are you going to do bring it beesley bring it oh yeah good move not such an ultimate fighter now ,2,6
4284,Pam, hey put me down put me down meredith turns and looks at jim and pam oh my god hey put me down hey   ,2,6
4286,Dwight, yes sensei,2,6
4287,Michael, alotta rules alotta rules on the street we didnt have any rules maybe one  no kicks to the groin home for dinner ,2,6
4289,Dwight, hiii kicks michael,2,6
4290,Michael, hey,2,6
4292,Michael, what the hell was that,2,6
4293,Dwight, yes,2,6
4295,Michael, no ,2,6
4296,Dwight, eat it,2,6
4297,Michael, alright thats the way you want it ,2,6
4298,Dwight, two more,2,6
4299,Michael, play dirty huh ok game on man ,2,6
4301,Michael, im comin atcha man ok purple belt ok i got him,2,6
4302,Dwight, no ,2,6
4303,Michael, i got his pants ,2,6
4304,Dwight, it was my pants,2,6
4306,Michael, dwight you have no you have something god you look like such an idiot lots of yelling and flailing of arms by michael and dwight,2,6
4308,Michael, go on i dare you to kick there again kick there again i dare ya,2,6
4310,Dwight, no holding,2,6
4311,Michael, you cant see you cant see good boy good boy great boy two points three points four points i win i win michael is using his head guard to hit dwight eight points nine points begins to hock a loogie,2,6
4312,Dwight, no stop it come on michael,2,6
4313,Michael, open your mouth ,2,6
4314,Dwight, no michael   ,2,6
4315,Michael, you talkin to me you talkin to me raging bull pacino oh i want that footage i want it i need it ah i have to get back to work i have lots of work oh oh check this out come here michael opens his blinds and looks at ryan in the parking lot there he is mr temp having lunch by the car let us play with him thisll be hilarious calls ryan on the phone ryan doesnt pick up after seeing that michael is calling oh were playing phone tag   ,2,6
4317,Michael, my emergency contact is todd packer todd f packer do you know what the f stands for,2,6
4319,Michael, knock at the door yeah uh come in oh hey karate kid the hillary swank version hi how are ya ,2,6
4320,Dwight, i need to change my emergency contact information from michael scott,2,6
4322,Dwight, just put the hospital contact number,2,6
4323,Michael, he is such a sore loser you heard obviously that i mopped the floor with him this afternoon you know what um do yourself a favor and just keep me as his contact and i will call the hospital cut out the middle man   ,2,6
4325,Jim, later kev puts french onion potato chips on pams desk have a good weekend,2,6
4326,Pam, yeah you too   ,2,6
4327,Michael, knock at the door yeah ,2,6
4329,Michael, yeah just throw them on the chair ill take it from here so whatcha up to this weekend ,2,6
4331,Michael, if youre doing anything crazy give me a shout,2,6
4333,Michael, alright bye   ,2,6
4334,Michael, dwight,2,6
4336,Michael, this close dwight may i speak with you for a minute,2,6
4337,Dwight, im busy ,2,6
4338,Michael, well points at himself busier making the time  ,2,6
4341,Michael, well you dont even have anyone to go home to toby ,2,6
4342,Pam, the shipping place closes in a half hour ,2,6
4343,Michael, i know but ive been carrying the load on my back all day and if everybody would just chip in a little bit itd might help me out what do you say lets gangbang this thing and go home good dwight   ,2,6
4346,Michael, i have been testing you the entire day did you know that ,2,6
4347,Dwight, of course,2,6
4348,Michael, and i am happy to say that you have passed so effective immediately i am promoting you from assistant to the regional manager to assistant regional manager ,2,6
4349,Dwight, michael i dont know ,2,6
4350,Michael, i know i know i know i wouldnt be offering it if i didnt think you could handle it,2,6
4351,Dwight, i can handle it i can wow so i guess this will just be my office,2,6
4352,Michael, no no title change only ,2,6
4353,Dwight, ill have pam send out a memo,2,6
4354,Michael, no no three month probationary period lets not tell anybody about this right now,2,6
4355,Dwight, just a formality,2,6
4356,Michael, absolutely but not really ,2,6
4357,Dwight, michael i have so much to learn from you,2,6
4358,Michael, yes you do ,2,6
4359,Dwight, thank you sensei,2,6
4360,Michael, and ditto  ,2,6
4361,Michael, i told dwight that there is honor in losing which as we all know is completely ridiculous but there is however honor in making a loser feel better which is what i just did for dwight would i rather be feared or loved um easy both i want people to be afraid of how much they love me and i think i proved that today at the dojo   ,2,6
4364,Dwight, dwights pager goes off whoa whoa whoa hold on hold on sorry just one second,2,6
4366,Dwight, okay i just,2,6
4368,Dwight, its a sales call,2,6
4370,Dwight, i can yes sensei  ,2,6
4371,Dwight, do i feel bad that i havent bonded with the other students no im not there to make friends im there to attack people  ,2,6
4373,Jim, what about oscar could you beat oscar,2,6
4374,Dwight, no problem,2,6
4375,Jim, i dont know  he looks pretty scrappy,2,6
4376,Dwight, unless he has a shiv in which case it wouldnt be a fair fight,2,6
4377,Jim, true meredith,2,6
4378,Dwight, no women or children unless provoked,2,6
4379,Jim, okay roy,2,6
4380,Dwight, warehouse guy doesnt count,2,6
4381,Jim, okay michael could you beat up michael,2,6
4382,Michael, yeah i dont think that would happen see i used to run with a very tough crowd street fighter types real real bad people im just lucky i got out i was a bad ass mofo stanley knows what im talking about,2,6
4384,Michael, ive never lost a fight you know why my motto never say die,2,6
4385,Dwight, you just said it you just said it,2,6
4386,Michael, no thats not how i meant it,2,6
4387,Dwight, die you just you said it,2,6
4388,Michael, shut up dwight  ,2,6
4401,Michael, yes,2,6
4403,Michael, oh well in my office if you took off your shoes it would be a sign of disrespect stinkyfeetville kind of a yingyang exclaiming oh stretchin i like to stay tight compact dwight screaming,2,6
4405,Michael, do you have do you have anything in like black  ,2,6
4410,Dwight, alyssa i guess shes technically the senpai but nobody really respects her the only reason she got into regionals was because her competition was a bunch of 13yearold girls put me in that division lets see how she does  ,2,6
4411,Michael, god you look like such an idiot both yelling grunting  ,2,6
4413,Michael, stan the man,2,6
4415,Michael, did you hear about the fight well it wasnt much of a fight actually,2,6
4417,Michael, i opened a big can of whoopass on him,2,6
4419,Michael, i went medieval on his heinie,2,6
4421,Michael, hey stanley i dont tell you how to do your job do i he,2,6
4423,Michael, grow a pair stanley right there not gonna downsize because i miss a lot of deadlines thats not how business works okay sighs okay  ,2,6
4425,Dwight, for the record let me just say michael scott has no honor if he lived in japan he would be an outcast well thats not totally true cause asians worship chest hair i had a friend a hairy friend who lived in japan he told me the women would line up to satisfy his every need so and he wasnt even that attractive  ,2,6
4427,Michael, door opening all right here you go princess just finished with part one,2,6
4428,Pam, this is what you had ryan do,2,6
4429,Michael, yes under my tutelage,2,6
4430,Pam, well what about the other stuff that has to be in today,2,6
4431,Michael, if you didnt badger me with so many questions pam i could be done with it by now  ,2,6
4444,Pam, wait are those michaels levis,2,7
4446,Pam, michael and his jeans  he gets in them and im not exactly sure what happens  but i can tell you he loves the way he looks in those jeans  i know thats why he started casual fridays  ,2,7
4447,Pam, to ryan ill take those thanks throws jeans under her desk  ,2,7
4449,Michael, wow graphs and charts somebodys really been doing their homework  looks like usa today,2,7
4451,Jim, so this possible client theyre talking about actually a big deal  its lackawanna county  our whole county  and if we get this they may not have to downsize our branch  and i could work here for years  and years  groan years  ,2,7
4453,Michael, i changed it  to chilis,2,7
4455,Michael, radisson just gives out this vibe oh im doing business at the radisson  its kind of snooty  so,2,7
4457,Michael, heres the thing chilis is the new golf course  its where business happens  small businessman magazine  ,2,7
4459,Michael, it will  i sent it in  letter to the editor,2,7
4461,Michael, uh huh uh huh under his breath power trip,2,7
4464,Jim, no ,2,7
4467,Pam, what is going on,2,7
4468,Jim, we are doing worst first dates,2,7
4469,Pam, oh my god i win  ok it was a minor league hockey game he brought his brother and when i went to the bathroom the game ended and they forgot about me  ,2,7
4471,Pam, no they had to come back for me ,2,7
4472,Jim, wait when was this,2,7
4473,Pam, umm it was not that long ago,2,7
4475,Jim, i always knew pam has refused to go to sports games with roy but i never knew why  interesting   ,2,7
4476,Michael, ok lets do this thing  to pam wish us luck,2,7
4477,Dwight, good luck michael good luck jan,2,7
4479,Michael, under his breath kiss ass  ok probably going to go late tonight  burning the midnight tequila  so i think you could all just take off now,2,7
4481,Michael, well ,2,7
4483,Michael, no no  that would not be efficient  actually they just dont get very much work done when im not here  jan stares at michael thats not true  i know how to delegate and they do more work done when im not here  not more  the same amount of work is done whether i am here or not another jan stare  hey everybody listen up  this is what were gonna do  you sit tight until i return  sound good  doesnt matter its an order  follow it blindly mwahahaha ok  alright ciao  to oscar adios  ,2,7
4485,Michael, uh ill drive,2,7
4487,Michael, its just a couple blocks away so boy you really dont know scranton do you,2,7
4489,Michael, at all,2,7
4491,Michael, you ever been to scranton jan dar de,2,7
4493,Michael, dar de dar,2,7
4495,Michael, jan levinsongould  jan is cold  if she was sitting across from you on a train and she wasnt moving you might think she was dead  ,2,7
4496,Michael, we should come up with a signal of some sort,2,7
4498,Michael, well in case one of us gets into trouble the other one can signal,2,7
4500,Michael, well i it could be either of us,2,7
4502,Michael, yeees  ,2,7
4503,Michael, hello  christian,2,7
4505,Michael, thought that was you  hi  michael scott  this is jan levinsongould,2,7
4507,Michael, no gould,2,7
4510,Michael, uh jan what happened,2,7
4512,Michael, is gould dead  what uh,2,7
4514,Michael, wow youre kidding me  do you wanna talk about,2,7
4516,Michael, when did this happen,2,7
4518,Michael, ok,2,7
4521,Michael, alright after you,2,7
4523,Michael, mouths wow to the camera  ,2,7
4526,Michael, awesome blossom,2,7
4528,Michael, to christian i think we should share an awesome blossom what do you say   they are awesome want to christian blossom,2,7
4530,Michael, ok its done actually turns around megan may we have an awesome blossom please extra awesome  now its done,2,7
4532,Michael, i heard a,2,7
4534,Michael, very very funny joke the other day  wanna hear it,2,7
4537,Michael, ok,2,7
4539,Michael, just one joke  ok  well if its just gonna be one i will think of a different joke  umm lets see choo choo choo  ,2,7
4540,Pam, dundermifflin this is pam,2,7
4541,Michael, pam its michael  i need you to go into my office and check some data for me  ,2,7
4542,Pam, to michael on speakerphone ok you want me to read em,2,7
4543,Michael, yes,2,7
4544,Pam, ok um a fisherman is walking down fifth avenue walking an animal behind him,2,7
4545,Michael, no ,2,7
4546,Pam, when,2,7
4547,Michael, nope  told it  not as good as you think  pick another one,2,7
4548,Pam, ok  theres a transcript between a naval ship,2,7
4549,Michael, oh ho ho yea  bingo and a lighthouse  yes  that is hysterical  could you start that one from the beginning,2,7
4550,Pam, sure  theres a transcript between a naval ship and a lighthouse  ,2,7
4551,Jim, is this real pam dumps michaels screenplay on jims desk,2,7
4552,Pam, it is a screenplay  starring himself,2,7
4553,Jim, agent michael scarn,2,7
4554,Pam, of the fbi,2,7
4555,Jim, how long is this flips through pages  oh pam good work oop wait stop  drawings,2,7
4556,Pam, what is that,2,7
4557,Jim, oh those are drawings  in case the writing didnt really put a picture in your head  and there he is in the flesh agent michael scarn  now we know what he looks like  ,2,7
4558,Michael, first guy says well im an astronaut so i drive a saturn  and the second guy says well i am a pimp so i drive a cheap escort  and the third guy says i gotcha both beat im a proctologist so i drive a brown probe,2,7
4561,Jim, do we all have our copy of threat level midnight by michael scott,2,7
4563,Jim, alright lets get this started  im gonna be reading the action descriptions and phyllis i would like you to play catherine zeta jones,2,7
4565,Jim, oh yeah,2,7
4566,Dwight, ok you guys should not be doing this,2,7
4567,Jim, why not dwight  this is a movie  i mean this is for all of america to enjoy,2,7
4568,Dwight, you took something that doesnt belong to you,2,7
4569,Jim, dwight,2,7
4570,Dwight, brought it in here,2,7
4571,Jim, do you want to play ,2,7
4572,Dwight, made copies of it,2,7
4573,Jim, the lead role of agent michael scarn  ,2,7
4574,Michael, making the mouth on his tie talk  yum yum yum yum christian laughs  thats delicious  i love it,2,7
4578,Michael, bop be blah bop be boo boo bop  ,2,7
4579,Michael, thats why i wanted a signal between us so that i wouldnt have to just shout nonsense words  thats her fault  ,2,7
4580,Michael, did somebody say baby back ribs  hmmm hmmmmm,2,7
4583,Michael, singing i want my baby back baby back baby back christian laughs,2,7
4585,Michael, singing chilis baby back ribs   ,2,7
4586,Jim, reading the screenplay inside the fbi agent michael scarn sits with his feet up on his desk  catherine zeta jones enters,2,7
4588,Dwight, not now,2,7
4590,Dwight, ok what are they,2,7
4592,Dwight, not in a thousand years catherine  we work together  and get off my desk  ,2,7
4593,Dwight, yes i have acted before  i was in a production of oklahoma in the seventh grade  i played the part of mutey the mailman  they had too many kids so they made up roles like that  i was good  ,2,7
4594,Dwight, if it isnt my old partner samuel l chang,2,7
4596,Dwight, thank you for noticing  now keep me company for one more mission pam gets up to talk to roy,2,7
4597,Pam, hey uh i have to work late,2,7
4599,Jim, michael scarn takes out a ninemillimeter gun and shoots the,2,7
4600,Dwight, pow pow pow,2,7
4603,Jim, a man sitting several seats down who has a gold face turns to michael scarn out of character uh ooh oscar you wanna play goldenface,2,7
4605,Dwight, yes perhaps i would goldenface  sam get my luggage,2,7
4607,Dwight, samuel you are such an idiot you are the worst assistant ever  and youre disgusting dwigt out of character wait whos dwigt  ,2,7
4608,Pam, heres what we think happened  michaels sidekick who all through the movie is this complete idiot whos causing the downfall of the united states was originally named dwight  but then michael changed it to samuel l chang using a search and replace but that doesnt work on misspelled words leaving behind one dwigt  and dwight figured it out  oops  ,2,7
4609,Dwight, dwight  ,2,7
4610,Dwight, ok you know what i am done with this  thats it the end  ,2,7
4611,Jim, well some of us wanna keep reading so,2,7
4612,Dwight, uh you dont speak for everyone jim ok announcement  my uncle bought me some fireworks  anyone who wants to see a real show come with me outside now,2,7
4613,Jim, thats actually a good idea  well all take a brief intermission to pam  hey are you hungry,2,7
4614,Pam, yeah,2,7
4615,Jim, yeah  ,2,7
4617,Michael, woo well this brings us to jan  truth or dare  tell us about your divorce ohh ohh,2,7
4619,Michael, oh so youre not gonna play  shes not playing,2,7
4621,Michael, shes not playing the game,2,7
4623,Michael, check please,2,7
4628,Michael, no you were not stupid  gould was stupid  right,2,7
4630,Michael, you know,2,7
4632,Michael, its true,2,7
4634,Jim, i had plans to meet a friend tonight  which i had to cancel  but this is cool too im not a complainer  ,2,7
4635,Jim, pam lights a candle wow,2,7
4636,Pam, for the bugs,2,7
4637,Jim, nice  thats excellent because bugs love my famous grilled cheese sandwich,2,7
4638,Pam, yes nice  i cant remember the last time someone made me dinner  ,2,7
4640,Michael, uh huh kenneth road born and raised  spent my whole life right here in lackawanna county and i do not intend on movin  i know this place  i know how many hospitals we have i know how many schools we have  its home you know  i know the challenges this countys up against  heres the thing about those discount suppliers  they dont care  they come in they undercut everything and they run us out of business and then once were all gone they jack up the prices,2,7
4642,Michael, its bad,2,7
4644,Michael, it you know what it really is,2,7
4647,Michael, well corporates gonna go ballistic but uh you think we could jan  ,2,7
4648,Jim, so i guess ill see you in looks at watch ten hours,2,7
4649,Pam, what are you going to do with your time off,2,7
4650,Jim, travel  ive been looking forward to it  its gonna be really nice  gonna find myself,2,7
4651,Pam, points to jims ipod you have new music,2,7
4652,Jim, yeah pam puts her hand out for an earbud definitely  ,2,7
4653,Michael, waving to christian  see ya,2,7
4655,Michael, we did it,2,7
4657,Michael, nailed it  nailed it  come here,2,7
4659,Michael, what,2,7
4661,Michael, goin ok  where we goin  doesnt matter  goin to the go go nervous laugh ohok  ,2,7
4662,Dwight, waking up on office couch michael  michael goes into michaels office  michael  looks out michaels window his cars not in the parking lot  i should check the accident reports taxi pulls into dundermifflin parking lot whos this  jan  ,2,7
4663,Michael, morning pam  hey  ,2,7
4664,Michael, no nothing happened  ii swear nothing happened  what im totally being serious  a gentleman does not kiss and tell and neither do i laughs no seriously guys im not i dont want to go into it at all  its off limits  fine i took her back to her hotel and we made out for a little while  it was great  i mean she told me about her divorce we talked for about five hours she fell asleep on my arm  so  ,2,7
4665,Michael, hello dwight,2,7
4666,Dwight, did you do her,2,7
4667,Michael, who,2,7
4668,Dwight, jan levinsongould,2,7
4669,Michael, uh no no no gould,2,7
4670,Dwight, did you do her,2,7
4671,Michael, this is none of your affair because she is your boss,2,7
4672,Dwight, and she is your boss,2,7
4673,Michael, and she is a woman  she is a strong soft thoughtful sexy woman  and you know what  i dont think that i can sit here and let you talk about her that way without me defending her honor to camera  jan i defend your honor  to dwight  is that all  ,2,7
4674,Jim, jan didnt come back for her car last night,2,7
4675,Pam, what,2,7
4676,Jim, could it be that agent michael scarn has finally found his catherine zeta,2,7
4677,Pam, oh i dont know jim laughs phone rings oh my god  this is jans cell,2,7
4678,Jim, no way,2,7
4679,Pam, dundermifflin this is pam  ,2,7
4680,Michael, i know we have to register as a consensual sexual relationship with hr  my question,2,7
4681,Jim, some might even say that we had our first date last night,2,7
4682,Pam, oh really,2,7
4683,Jim, really,2,7
4684,Pam, why might some say that,2,7
4685,Jim, cause there was dinner by candlelight,2,7
4686,Pam, uh hmm,2,7
4687,Jim, dinner and a show if you include michaels movie pam nods reluctantly  and there was dancing and fireworks  pretty good date,2,7
4688,Pam, we didnt dance,2,7
4689,Jim, youre right we didnt dance  it was more like swaying  but still romantic,2,7
4690,Pam, swaying isnt dancing,2,7
4691,Jim, least i didnt leave you at a high school hockey game,2,7
4692,Pam, i have some faxes to get out,2,7
4693,Jim, oh come on pam  i  ,2,7
4694,Jim, ok we didnt dance  i was totally joking anyway  i mean its not really a date if the girl goes home to her fiance  right  ,2,7
4696,Michael, have you ever heard of doctor david friendly,2,7
4697,Pam, hmm ,2,7
4698,Michael, doctor david friendlys egg yolk diet  its its kind of unique  its just my diet the last couple months has consisted mostly of eggs yolks and cottage cheese  and um what you do you dont just have the egg yolks its not like a rocky thing  you do like hard boiled eggs and i got one a those melon ballers shot of michael peeling boiled egg and i its just like a little ice cream scoop and i just scoop out the middle of the egg and just pop it in my mouth  i dont even i dont even use a plate anymore  uh the first couple weeks i did but you know what boom i keep a melon baller in my desk so if i have a hard boiled egg jenna breaks as pam and laughs i know i know  but you know what  its perfect  i know it sounds ridiculous it sounds ridiculous but you know what  dr david friendly he came up with this thing  the guy i think he was like four hundred pounds when he started and he started with this i well the melon baller was my idea  ,2,7
4701,Michael, throwing away food from the fridge not today kevin  cannot be around carbs today  you know what one loaf of bread would do to my abs  ,2,7
4704,Michael, uh huh,2,7
4706,Michael, conflict,2,7
4708,Michael, i have a conflict with that,2,7
4710,Michael, uh i have a pajama party  at the playboy mansion  with the bunnies,2,7
4712,Michael, i cant get out of it,2,7
4714,Michael, ok alright,2,7
4716,Michael, im hearing you meeting confirmed,2,7
4718,Michael, meeting confirmed  would you like your confirmation number  please grab a pen because i will only be repeating this once,2,7
4720,Michael, 42897  ok  ,2,7
4722,Michael, what is a closer  a closer is a sales term for someone who always gets the job done  and that is me  a b c always be closing  glen garry glen ross  hey gimme the glen ross leads  no way theyre just for closers  do you know who youre talking to im michael scott  really  well take any lead you want  no thanks i dont need em  because i have a client list taps screen right here in my computer  sighs so suck on that  ,2,7
4724,Jim, hey,2,7
4725,Pam, hi,2,7
4726,Jim, what are you doing,2,7
4727,Pam, i dont know i think i was just staring at my desk,2,7
4728,Jim, really  do you wanna get back to that  i could go  i should go,2,7
4729,Pam, yeah do you mind leaving,2,7
4730,Jim, no not at all,2,7
4731,Pam, its very important,2,7
4732,Jim, uh hmm,2,7
4733,Pam, thank you,2,7
4734,Jim, sure  ,2,7
4739,Jim, reading screenplay bullets are flying everywhere  ooo wait last page big finish  here we go agent michael scarn kicks open the plane door with a karate chop,2,7
4740,Dwight, a kick and a chop are two totally different things,2,7
4741,Jim, well its just a movie dwigt,2,7
4742,Dwight, it doesnt make any sense,2,7
4745,Jim, just then agent chang gets a bullet in the head,2,7
4746,Pam, oh so close to retirement,2,7
4747,Jim, another bullets heads towards agent michael scarn but he jumps out of the plane without a parachute,2,7
4749,Jim, yup i guess so,2,7
4751,Pam, i sincerely doubt it,2,7
4754,Jim, what was my worst first date  umm  it was a couple of years ago  it was a lunch date actually it was right down here at cuginos  and we had just met and we really hit it off it was it was kinda nice  umm huh  and uh then as it turned out it wasnt even a date because she was actually in love with someone else  so best first date is also my worst first date  oddly enough  ,2,7
4766,Dwight, do you even know what this is  it is a fitness orb and it has completely changed my life  forget everything you thought you knew about ab workouts,2,8
4767,Jim, done,2,8
4768,Dwight, this ab workout is specifically designed to strengthen your core knocks things around jims desk sorry,2,8
4769,Jim, sok,2,8
4770,Dwight, numerous health benefits strengthens your back better performance in sports more enjoyable sex,2,8
4771,Jim, youre not having sex,2,8
4772,Dwight, plus improves your reflexes knocks over more stuff see i would have caught that,2,8
4773,Jim, ok you know what uh how much is that,2,8
4774,Dwight, its only twentyfive bucks,2,8
4775,Jim, wow  um ok pops dwights orb with scissors  ,2,8
4776,Michael, pam could i see you in my office  ,2,8
4777,Pam, its performance review day companywide  last year my performance review started with michael asking me what my hopes and dreams were and it ended with him telling me he could benchpress 190 pounds  so i dont really know what to expect  ,2,8
4778,Michael, pam youre trustworthy,2,8
4779,Pam, thank you,2,8
4780,Michael, and a woman,2,8
4781,Pam, oh no,2,8
4782,Michael, and i want you to listen to a voicemail from my boss jan on recording michael its jan i guess i missed you  ill uh be there this afternoon for performance reviews  i hope its understood that that will be our only topic of discussion see you soon  first impressions,2,8
4783,Pam, uh just off the top i think shell be here this afternoon  ,2,8
4784,Michael, my boss is coming in today the lovely jan levinsongould will well no gould the gould has been makes slashing neck hand motion swack divorced  um the awkward part is that this will be the first time that well be seeing each other since well uh it was really nothing  we just sort of got caught up in the moment  the vulnerable divorcee gives herself to the understanding with rugged goodlooks office manager  just uh she didnt want it to continue for some reason  it we both i didnt want it we both didnt want it to continue  was not professional  um when people say somethings mutual it never is  but this was mutual  ,2,8
4785,Michael, playing jans message i guess i missed you i guess i missed you  so she misses me,2,8
4786,Pam, she missed you,2,8
4787,Michael, but then she goes on to say that will be our only topic of discussion  that doesnt mean anything those are just words,2,8
4788,Pam, i have one idea of what it means,2,8
4789,Michael, ok yeah what what,2,8
4790,Pam, well i dont think youre gonna be very happy with this,2,8
4791,Michael, ohhh great  well now im in a terrible mood  lets do your performance review,2,8
4792,Pam, because shes conflicted  she has to be professional but shes fighting feelings for you,2,8
4793,Michael, ah why thats great news   that that then why would why would i not like that,2,8
4794,Pam, um just cause that you work together and it might be awkward,2,8
4795,Michael, oh wow wow  alright lets listen to that again plays jans message michael its jan  i guess i missed you  ,2,8
4796,Dwight, oh hey listen jim  heres a little tip for your performance review,2,8
4797,Jim, ok,2,8
4798,Dwight, tell michael that we should be stocking more of the doubletabbed manila file folders,2,8
4799,Jim, we dont have doubletabbed manila file folders,2,8
4800,Dwight, oh yes we do,2,8
4801,Jim, no we dont,2,8
4802,Dwight, yeah its a new product  so you should just suggest that to him and hell be sure to give you a raise,2,8
4803,Jim, alright well im not asking for a raise im gonna actually be asking for a pay decrease,2,8
4804,Dwight, uh that is so stupid  what if he gives it to you,2,8
4805,Jim, i win,2,8
4806,Dwight, ugh you know what  i am going to zone you out for the rest of today  i need to stay focused and i dont have to see you tomorrow or sunday and please dont call me and well see how things go on monday  uh stupid,2,8
4807,Jim, wait wait one thing  uh by tomorrow you mean saturday right,2,8
4808,Dwight, uh duh,2,8
4809,Jim, duh  ,2,8
4810,Jim, today is thursday  but dwight thinks that its friday  and thats what ill be working on this afternoon  ,2,8
4812,Michael, really,2,8
4814,Michael, god stanley thats frickin brilliant how do you know that  did you learn that on the streets  sorry,2,8
4816,Michael, no kidding  ,2,8
4818,Pam, michael and jan definitely made out,2,8
4819,Jim, ohh ,2,8
4820,Pam, maybe more,2,8
4821,Jim, eck oh also it is thursday but dwight thinks its friday  so keep that goin,2,8
4822,Pam, oh yea  ,2,8
4823,Michael, good work stanley great performance review  stanley in the house everybody  woo  angela your turn  ,2,8
4825,Pam, michael,2,8
4826,Michael, yeah,2,8
4827,Pam, jans on the phone for you,2,8
4828,Michael, oh angela you were totally satisfactory this year  ,2,8
4829,Michael, interesting  jan is calling me  maybe it wasnt so mutual after all puts jan on speakerphone yeah,2,8
4831,Michael, jan  to what do i owe this pleasure,2,8
